smiles,pKa,marvin_pKa,marvin_atom,marvin_pKa_type,original_dataset,ID
Cc1cc(N)nc(N)n1,7.65,8.27,6,basic,['datawarrior'],2854
Cc1cc(N)nc(N2CCc3ccccc3C2)c1,6.5,8.87,4,basic,['chembl25'],891558
Cc1cc(N)nc(Nc2ccc(Cl)cc2)n1,6.6,6.29,6,basic,['datawarrior'],5054
Cc1cc(N)nc2c1ccc1ccccc12,6.02,6,4,basic,['datawarrior'],4960
Cc1cc(N)nc2ccc3ccccc3c12,7.14,6.81,4,basic,['datawarrior'],4961
Cc1cc(N)ncn1,6.25,6.19,6,basic,['datawarrior'],315
Cc1cc(N2CC[C@H]([NH+]3CCC[C@@H]3C)C2)ccc1NC(=O)c1c(C)noc1C,10.1,9.83,22,basic,['chembl25'],13830200
Cc1cc(N2CC[C@H]([NH+]3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(C)n(C)n1,10.1,9.83,22,basic,['chembl25'],13830203
Cc1cc(N2CC[C@H]([NH+]3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C,10.1,9.83,22,basic,['chembl25'],13830207
Cc1cc(N2CC[C@H]([NH+]3CCC[C@@H]3C)C2)ccc1NC(=O)c1ccco1,10.1,9.83,20,basic,['chembl25'],13830204
Cc1cc(N2CC[C@H]([NH+]3CCC[C@@H]3C)C2)ccc1NC(=O)c1ccoc1,10.1,9.83,20,basic,['chembl25'],13830205
Cc1cc(NCCO)cc(N2CCc3ccccc3C2)[nH+]1,9.2,9.83,6,basic,['chembl25'],897307
Cc1cc(NCc2ccccc2)nc(N)n1,7.98,8.11,6,basic,['chembl25'],216417
Cc1cc(NN)nc2ccccc12,5.575,6.04,4,basic,['datawarrior'],3456
Cc1cc(O)c(C(C)C)cc1C,10.79,10.92,8,acidic,['datawarrior'],562
Cc1cc(O)c(C(C)C)cc1Cl,9.98,9.55,11,acidic,['datawarrior'],575
Cc1cc(O)c(C(C)N=O)cc1C,8.2,9.55,8,acidic,['datawarrior'],3648
Cc1cc(O)cc([N+](C)(C)C)c1,8.2,8.72,7,acidic,['datawarrior'],855
Cc1cc(O)ccc1/N=N/c1ccc2c(c1)Cc1ccccc1-2,10.3,8.04,22,acidic,['datawarrior'],6873
Cc1cc(O)ccc1C(C)C,10.31,10.39,10,acidic,['datawarrior'],4226
Cc1cc(O)ccc1Cl,9.4,9.08,8,acidic,['datawarrior'],2823
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)[O-])cc2)c2ccccc2oc1=O,3.7,3.54,29,acidic,['chembl25'],15243309
Cc1cc(OCCCN=NC(N)=[NH2+])cc(OS(=O)(=O)c2ccccc2C#N)c1,8.84,9.03,26,basic,['chembl25'],173067
Cc1cc(OCCCN=NC(N)=[NH2+])cc(OS(=O)(=O)c2ccccc2Cl)c1,8.71,9.03,25,basic,['chembl25'],180441
Cc1cc(OCC[NH+]2CCOCC2)nn1-c1ccc2ccccc2c1,6.5,6.24,19,basic,['chembl25'],12111352
Cc1cc(Oc2c(N)c(C)nn2-c2ccccc2)n(-c2ccccc2)n1,3.4,2.41,5,basic,['chembl25'],14647200
Cc1cc(S(=O)(=O)N(CCO)CCO)cc(C)c1[O-],8.25,9.03,7,acidic,['datawarrior'],6783
Cc1cc(S(=O)(=O)Nc2nccs2)ccc1N,7,6.93,11,acidic,['datawarrior'],6197
Cc1cc(SSc2cc(C)nn2-c2ccccc2)n(-c2ccccc2)n1,4.8,2.2,17,basic,['chembl25'],14647195
Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(N)=[NH+][C@@]3(c3ccc(F)cc3F)CO2)on1,7.7,7.48,12,basic,['chembl25'],15240524
Cc1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=[NH+][C@@]3(c3ccc(F)cc3F)CO2)on1,7,7.45,12,basic,['chembl25'],15240527
Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,5.925,6.16,6,acidic,['chembl25'],897729
Cc1cc([O-])cc(=O)o1,5,7.67,8,acidic,['datawarrior'],2834
Cc1cc([O-])cc(C)c1C#N,8.21,8.06,10,acidic,['datawarrior'],4514
Cc1cc([O-])ccc1[N+](C)(C)C,8.34,9.2,11,acidic,['datawarrior'],850
Cc1cc([O-])ccc1[S+](C)C,7.6,6.05,10,acidic,['datawarrior'],4234
Cc1cc2[nH+]c(C(=O)N(C)C)cc(NCc3c(C)cccc3C)c2[nH]1,7.3,4.9,12,basic,['chembl25'],2084614
Cc1cc2c(-c3ccccn3)c[nH]c2c(C(=O)Nc2ccn(C)n2)n1,4.6,3.97,24,basic,['chembl25'],12057556
Cc1cc2c(C)ccnc2c2ncccc12,5.71,5.5,4,basic,['datawarrior'],4954
Cc1cc2cc[nH]c2c(C(=O)Nc2ccccn2)n1,3.5,2.65,18,basic,['chembl25'],12057530
Cc1cc2cccc(C)c2nc1C,4.41,5.57,7,basic,['datawarrior'],3370
Cc1cc2ccccc2c(C(=O)[O-])c1C,3.33,3.52,14,acidic,['datawarrior'],6950
Cc1cc2ccccc2nc1C,4.93,5.53,9,basic,['datawarrior'],1128
Cc1cc2cccnc2c2ncccc12,5.26,4.97,14,basic,['datawarrior'],7152
Cc1cc2ccn3ccnc3c2nc1C,4.63,3.03,9,basic,['chembl25'],10869589
Cc1cc2nc([NH+]=C(N)N)nc(C)c2cc1C,9.3,8,12,basic,['chembl25'],14739655
Cc1cc2nc[nH]c2cc1C,6.04,6.42,8,basic,['datawarrior'],3821
Cc1cc2ncn(C)c2cc1C,6,6.04,10,basic,['chembl25'],962268
Cc1cc2ncn([C@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)c2cc1C,4.58,6,10,basic,['datawarrior'],5308
Cc1cc2ncn([C@H]3OC[C@H](O)[C@H](O)[C@@H]3O)c2cc1C,4.7,6,10,basic,['datawarrior'],5307
Cc1cc2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c2cc1C,4.63,6,10,basic,['datawarrior'],5880
Cc1cc2nnn(O)c2cc1Cl,4.57,6.86,11,acidic,['datawarrior'],1287
Cc1cc[nH]c1C(=O)[O-],5.1,3.46,8,acidic,['datawarrior'],3053
Cc1ccc(-c2cccc(-c3nn[n-]n3)c2)cc1,4.1,5.91,15,acidic,['chembl25'],11010043
Cc1ccc(-c2cccc(C(=O)[O-])c2)cc1,4,4,15,acidic,['chembl25'],11010041
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,6.02,5.39,15,basic,['chembl25'],1921208
Cc1ccc(-c2nc3cccc(C(C)C(=O)[O-])c3o2)cc1,6.2,4.88,20,acidic,['chembl25'],14680850
Cc1ccc(/C=C/C(=O)[O-])cc1,4.56,4.45,11,acidic,['datawarrior'],521
Cc1ccc(/C=C2\CN(C(=O)c3ccc(OCC[NH+](C)C)cc3)C/C(=C\c3ccc(C)cc3)C2=O)cc1,10.73,8.73,34,basic,['chembl25'],2174073
Cc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1C,2.37,3.58,16,basic,['datawarrior'],6656
Cc1ccc(/N=N/c2ccc(N)cc2)cc1,3.04,3.06,15,basic,['datawarrior'],5161
Cc1ccc(/[NH+]=C/N(C)C)cc1,9.21,10.36,7,basic,['datawarrior'],637
Cc1ccc(=O)c([O-])c(Br)c1,6.41,9.47,10,acidic,['datawarrior'],4190
Cc1ccc(Br)c(C(=O)[O-])c1,3,3.25,9,acidic,['datawarrior'],4225
Cc1ccc(Br)c([O-])c(=O)c1,6.3,9.47,9,acidic,['datawarrior'],4191
Cc1ccc(Br)cc1C(=O)[O-],3.58,3.81,9,acidic,['datawarrior'],4211
Cc1ccc(C(=N)c2ccccc2)c(C)c1,6.79,10.28,9,basic,['datawarrior'],5118
Cc1ccc(C(=O)/C=C/C(=O)[O-])cc1,3.44,3.41,13,acidic,['datawarrior'],2105
Cc1ccc(C(=O)C(N=O)SCC[N+](C)(C)C)cc1,7.57,11.06,9,acidic,['chembl25'],74192
Cc1ccc(C(=O)N(C)O)cc1,8.5,9.07,11,acidic,['datawarrior'],796
Cc1ccc(C(=O)NC(N)=[NH+]CCCCc2ccccc2)cc1,7.09,8.21,11,basic,['chembl25'],1138477
Cc1ccc(C(=O)NC(N)=[NH+]c2ccc(C(C)C)cc2)cc1,6.35,5.86,11,basic,['chembl25'],1127247
Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CC[NH+](C)CC3)cc2c1=O,7.6,7.6,21,basic,['chembl25'],10894971
Cc1ccc(C(=O)NO)cc1,8.9,9.21,10,acidic,['datawarrior'],4444
Cc1ccc(C(=O)Oc2ccccc2)c(O)c1,9.44,9.77,7,acidic,['datawarrior'],6066
Cc1ccc(C(=O)[O-])[nH]1,5,3.65,8,acidic,['datawarrior'],3051
Cc1ccc(C(=O)[O-])c(Br)c1,3.09,3.45,10,acidic,['datawarrior'],4224
Cc1ccc(C(=O)[O-])c(C)c1,4.18,4.15,10,acidic,['datawarrior'],4177
Cc1ccc(C(=O)[O-])c(Cl)c1,3.27,3.27,10,acidic,['datawarrior'],4220
Cc1ccc(C(=O)[O-])c(I)c1,3.2,3.5,10,acidic,['datawarrior'],4222
Cc1ccc(C(=O)[O-])c(O)c1,3.11,2.99,10,acidic,['datawarrior'],4261
Cc1ccc(C(=O)[O-])cc1,4.135,4.26,9,acidic,"['datawarrior', 'chembl25']",14688463
Cc1ccc(C(=O)[O-])cc1Br,3.96,4.14,10,acidic,['datawarrior'],4215
Cc1ccc(C(=O)[O-])cc1C,4.41,4.27,10,acidic,['datawarrior'],4171
Cc1ccc(C(=O)[O-])cc1Cl,4.06,4.11,10,acidic,['datawarrior'],4204
Cc1ccc(C(=O)[O-])o1,3.42,3.16,8,acidic,['datawarrior'],2837
Cc1ccc(C(=O)[O-])s1,3.76,3.37,8,acidic,['datawarrior'],2797
Cc1ccc(C(=O)[S-])cc1,2.59,2.58,9,acidic,['datawarrior'],1449
Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,3.5,3.93,18,acidic,['chembl25'],885914
Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1,3.44,3.86,19,acidic,['chembl25'],320000
Cc1ccc(C(=O)c2ccccc2C(=O)[O-])cc1,3.64,3.49,17,acidic,['datawarrior'],5661
Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,9.3,8.63,17,acidic,['chembl25'],66641
Cc1ccc(C(=S)Nc2ccc(Br)cc2)cc1,10.81,11.1,9,acidic,['datawarrior'],6138
Cc1ccc(C(=S)Nc2ccc(Cl)c(Cl)c2)cc1,10.18,11,9,acidic,['datawarrior'],5739
Cc1ccc(C(=S)Nc2ccc(Cl)cc2)cc1,10.8,11.09,9,acidic,['datawarrior'],6137
Cc1ccc(C(=S)Nc2ccc(F)cc2)cc1,10.97,11.17,9,acidic,['datawarrior'],6132
Cc1ccc(C(=S)Nc2cccc(F)c2)cc1,10.63,10.95,9,acidic,['datawarrior'],6133
Cc1ccc(C(=S)Nc2ccccc2)cc1,11.5,11.13,9,acidic,['datawarrior'],5127
Cc1ccc(C(C)C)c(O)c1,10.65,10.59,7,acidic,['chembl25'],1737554
Cc1ccc(C(C)C)c(OCC[NH+](C)C)c1,8.66,8.79,10,basic,['datawarrior'],4913
Cc1ccc(C(C)C)cc1O,10.35,10.42,7,acidic,['datawarrior'],4230
Cc1ccc(C(O)C(C(=O)[O-])c2ccc(-c3ccccc3)cc2)cc1,4.24,4.53,23,acidic,['datawarrior'],6376
Cc1ccc(C(O)C(C(=O)[O-])c2ccc(C3CCCCC3)cc2)cc1,4.18,4.48,23,acidic,['datawarrior'],6377
Cc1ccc(C(O)C[NH3+])cc1,9.06,9.14,9,basic,['datawarrior'],4519
Cc1ccc(C)c(C(=N)c2ccccc2)c1,6.79,10.23,8,basic,['datawarrior'],5117
Cc1ccc(C)c(C(=O)[O-])c1,3.97,3.95,9,acidic,['datawarrior'],4174
Cc1ccc(C)c(N)c1,4.47,4.65,7,basic,['datawarrior'],2999
Cc1ccc(C)c(O)c1,10.36,10.46,7,acidic,['datawarrior'],2808
Cc1ccc(C)c(OCCCC(C)(C)C(=O)[O-])c1,4.8,4.42,16,acidic,['chembl25'],884546
Cc1ccc(C)nc1,6.4,6.23,5,basic,['datawarrior'],199
Cc1ccc(C)nn1,3.99,3.85,6,basic,['datawarrior'],80
Cc1ccc(C2=NCCC2)cc1,6.41,8.75,8,basic,['datawarrior'],1124
Cc1ccc(C2CCC[NH2+]2)cc1,9.99,10.43,11,basic,['datawarrior'],1125
Cc1ccc(C2C[NH2+]2)cc1,6.76,6.68,9,basic,['datawarrior'],2031
Cc1ccc(C2[NH2+]CCS2)cc1,5.35,7.72,8,basic,['datawarrior'],1148
Cc1ccc(CCC(=O)[O-])cc1,4.74,4.85,11,acidic,['datawarrior'],522
Cc1ccc(CCC[NH+](C)C)cc1,10.84,9.66,10,basic,['chembl25'],548152
Cc1ccc(CC[NH3+])cc1,9.78,9.81,9,basic,['datawarrior'],1612
Cc1ccc(CON)cc1,4.4,4.04,9,basic,['datawarrior'],1758
Cc1ccc(C[NH3+])cc1,9.51,9.33,8,basic,['datawarrior'],2992
Cc1ccc(Cc2c3ccccc3nc3ccccc23)cc1,7.72,6.37,15,basic,['chembl25'],14699142
Cc1ccc(Cl)c(C(=O)[O-])c1,3.12,3.07,9,acidic,['datawarrior'],4221
Cc1ccc(Cl)cc1C(=O)[O-],3.63,3.77,9,acidic,['datawarrior'],4201
Cc1ccc(Cl)cc1NC1=[NH+]CCN1,9.5,9.4,9,basic,['chembl25'],14686572
Cc1ccc(I)c(C(=O)[O-])c1,2.95,3.3,9,acidic,['datawarrior'],4223
Cc1ccc(I)cc1C(=O)[O-],3.62,3.82,9,acidic,['datawarrior'],4207
Cc1ccc(N(C)C)cc1,5.56,5.45,7,basic,['datawarrior'],1641
Cc1ccc(N(Cc2nn[n-]n2)Cc2ccc(Cl)cc2Cl)cc1,4.26,4.75,20,acidic,['chembl25'],15731570
Cc1ccc(N(Cc2nn[n-]n2)Cc2ccc(F)cc2F)cc1,4.23,4.75,20,acidic,['chembl25'],15731571
Cc1ccc(N)c(C)c1,4.75,4.82,8,basic,['datawarrior'],3020
Cc1ccc(N)c(N)c1,5,5,8,basic,['datawarrior'],2877
Cc1ccc(N)cc1,5.07,4.98,7,basic,"['datawarrior', 'chembl25']",14693910
Cc1ccc(N)cc1Br,4.02,4.06,8,basic,['datawarrior'],3038
Cc1ccc(N)cc1C,4.94,5.18,8,basic,['datawarrior'],2995
Cc1ccc(N)cc1Cl,4.05,3.98,8,basic,['datawarrior'],3036
Cc1ccc(N)nc1,7.22,7.21,5,basic,['datawarrior'],98
Cc1ccc(N2CCCC(=O)C(O)CCC2)cc1,3.2,6.59,7,basic,['datawarrior'],5743
Cc1ccc(N2CCCC2)cc1,4.69,5.58,7,basic,['datawarrior'],1133
Cc1ccc(N2CC[NH+](CCNC(=O)c3ccc(F)cc3)CC2)cc1,6.31,6.97,10,basic,['chembl25'],3525767
Cc1ccc(N2CCc3ccccc3C2)nc1,6.5,6.78,5,basic,['chembl25'],902240
Cc1ccc(NC(=O)C2=C(O)C(=O)N(C)C2)cc1,5.79,6.15,17,acidic,['chembl25'],14682468
Cc1ccc(NC(=O)C[NH+]2CCCCC2)c(C)c1,7.8,7.31,12,basic,['datawarrior'],5717
Cc1ccc(NC(=O)C[NH+]2CCCCC2)cc1,7.85,7.39,11,basic,['datawarrior'],6118
Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)[O-])c1,3.36,3.55,9,acidic,['chembl25'],2042039
Cc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,11.18,11.21,7,acidic,['datawarrior'],6134
Cc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.89,11.2,7,acidic,['datawarrior'],6135
Cc1ccc(NC(=S)c2ccccc2)cc1,10.81,11.21,7,acidic,['datawarrior'],5129
Cc1ccc(NC(C)(C)C)cc1,7.3,5.45,7,basic,['datawarrior'],756
Cc1ccc(NC2=[NH+]CCN2)c(C)c1,10.59,10.01,10,basic,['chembl25'],14686573
Cc1ccc(NC2=[NH+]CCN2)c(Cl)c1,9.456667,9.01,10,basic,['chembl25'],14686581
Cc1ccc(NC=S)cc1,11.64,11.78,7,acidic,['datawarrior'],1665
Cc1ccc(NCO)cc1,3.42,2.06,7,basic,['datawarrior'],1748
Cc1ccc(NS(=O)(=O)Cc2ccc(Br)cc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,8.6,9.18,23,acidic,['chembl25'],824283
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)[nH]nc2n1,6.7,9.24,23,acidic,['chembl25'],803428
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,8.6,9.24,23,acidic,['chembl25'],817458
Cc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,9.65,8.16,7,acidic,['chembl25'],1433456
Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,8.78,7.99,7,acidic,['chembl25'],1433459
Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,9.23,8.12,7,acidic,['chembl25'],1433458
Cc1ccc(NS(=O)(=O)c2ccccc2)cc1,8.985,8,7,acidic,"['datawarrior', 'chembl25']",1433457
Cc1ccc(Nc2c(S(=O)(=O)c3ccccc3)cnc3ccc(Cl)cc23)cc1,2.34,2.34,15,basic,['chembl25'],15185605
Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.72,8.5,15,basic,['chembl25'],820455
Cc1ccc(O)c(C(=O)[O-])c1,3.01,2.79,9,acidic,['datawarrior'],4259
Cc1ccc(O)c(C(C)C)c1,10.73,10.84,10,acidic,['datawarrior'],4228
Cc1ccc(O)c(C)c1,10.56,10.71,8,acidic,['datawarrior'],2812
Cc1ccc(O)c(CO)c1,10.15,10.26,9,acidic,['datawarrior'],1370
Cc1ccc(O)c(O)c1,9.62,9.55,7,acidic,['datawarrior'],2768
Cc1ccc(O)c2[n+]1CCS2,4.7,4.91,10,acidic,['datawarrior'],3977
Cc1ccc(O)cc1,10.26,10.35,7,acidic,"['datawarrior', 'chembl25']",823825
Cc1ccc(O)cc1C,10.32,10.46,8,acidic,['datawarrior'],2805
Cc1ccc(O)cc1[N+](C)(C)C,8.28,9.07,11,acidic,['datawarrior'],856
Cc1ccc(O)cc1[S+](C)C,8.01,7.81,10,acidic,['datawarrior'],4235
Cc1ccc(OC(=O)CCCC[NH+](C)C)cc1,9.87,9.79,14,basic,['datawarrior'],6260
Cc1ccc(OC(=O)CCC[NH+](C)C)cc1,9.53,9.14,13,basic,['datawarrior'],4909
Cc1ccc(OC(O)(CBr)c2ccccc2)cc1,11.23,10.5,17,acidic,['datawarrior'],5657
Cc1ccc(OCC(=O)[O-])cc1,3.15,3.86,11,acidic,['datawarrior'],588
Cc1ccc(OCC[NH+]2CCN(C(=O)c3cccs3)CC2)cc1,6.4,6.27,10,basic,['chembl25'],14672217
Cc1ccc(Oc2cc(NCc3ccccc3)nc(N)n2)cc1,5.82,6.89,13,basic,['chembl25'],207065
Cc1ccc(S(=O)(=O)N2CC[NH2+]CC2)cc1,7.41,7.16,13,basic,['datawarrior'],5089
Cc1ccc(S(=O)(=O)NC(=O)N[NH+]2CC3CCCC3C2)cc1,5.98,4.07,10,acidic,['chembl25'],3216065
Cc1ccc(S(=O)(=O)NCCC(=[NH2+])N(C)C)cc1,10.62,10.4,10,acidic,['datawarrior'],5628
Cc1ccc(S(=O)(=O)NCCC(N)=[NH2+])cc1,10.145,10.4,10,acidic,['datawarrior'],4935
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,9.02,8.01,10,acidic,['chembl25'],1433332
Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,9.2,8.13,10,acidic,['chembl25'],1433340
Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,8.905,8.03,10,acidic,"['datawarrior', 'chembl25']",1433315
Cc1ccc(S(=O)(=O)[N-]C(=O)OC(C)(C)C)cc1,5.05,2.94,10,acidic,['datawarrior'],5617
Cc1ccc(S(=O)(=O)[N-]C(=O)OCc2ccccc2)cc1,4.21,2.94,10,acidic,['datawarrior'],6494
Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,8.67,7.75,18,acidic,['chembl25'],47363
Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,8.95,8.45,18,acidic,['chembl25'],69158
Cc1ccc(S(N)(=O)=O)cc1,9.89,10.45,10,acidic,['datawarrior'],4499
Cc1ccc(S(N)(=O)=O)cc1C,9.62,10.49,11,acidic,['datawarrior'],827
Cc1ccc(SCC(=O)[O-])cc1,3.57,4.26,11,acidic,['datawarrior'],537
Cc1ccc([C@@H](OCC[NH+](C)C)c2ccccc2)cc1,8.5,8.86,17,basic,['datawarrior'],5432
Cc1ccc([C@@]2(F)C[C@@H]2[NH3+])cc1,7.41,8.21,10,basic,['chembl25'],2568784
Cc1ccc([C@@]2(F)C[C@H]2[NH3+])cc1,7.04,8.21,10,basic,['chembl25'],2568783
Cc1ccc([C@H](C)C(=O)[O-])cc2c(C)ccc1-2,4.14,4.89,16,acidic,['chembl25'],2550929
Cc1ccc([C@H]2C[C@@H]2C(=O)[O-])cc1,4.6,4.66,12,acidic,['datawarrior'],3252
Cc1ccc([N+](C)(C)C)cc1O,8.2,8.95,7,acidic,['datawarrior'],852
Cc1ccc([O-])c(=O)cc1,7.32,11.31,9,acidic,['datawarrior'],1374
Cc1ccc([P+](c2ccc(C)cc2)(c2ccc(C)cc2)C2c3ccccc3-c3ccccc32)cc1,9.64,9.06,22,acidic,['datawarrior'],4820
Cc1ccc([S-])cc1,6.47,6.77,7,acidic,['datawarrior'],6
Cc1ccc2[nH+]c3c(c(N4CCOCC4)c2c1)CCC3,7.18,8.87,10,basic,['datawarrior'],5472
Cc1ccc2[nH]c3sc(N4CC[NH+](C)CC4)nc3c(=O)c2c1,10,6.84,18,basic,['chembl25'],678219
Cc1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2,9.38,9.51,7,acidic,['datawarrior'],4797
Cc1ccc2c(c1)CCN2,5,5.05,9,basic,['datawarrior'],2029
Cc1ccc2c(c1)N1CCN2CC1,4.115,2.88,10,basic,['datawarrior'],3726
Cc1ccc2c(c1)NCCN2,3.5,5.29,10,basic,['datawarrior'],3811
Cc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)[O-],4.16,4.11,13,acidic,['chembl25'],12186591
Cc1ccc2c(c1)c1c3c(nccn32)CCC1,6.24,2.79,12,basic,['datawarrior'],6058
Cc1ccc2c(c1)c1c3n2CCN=C3CCC1,8.57,6.25,12,basic,['datawarrior'],6059
Cc1ccc2c(c1)ncn2C,5.65,5.83,7,basic,['chembl25'],977463
Cc1ccc2c(c1)ncn2[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,4.17,5.79,7,basic,['datawarrior'],6705
Cc1ccc2c(c1)ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,4.32,5.79,7,basic,['datawarrior'],6542
Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,2.69,3.37,17,basic,['datawarrior'],5306
Cc1ccc2c(c1O)-c1c-2ccc(C)c1O,9.755,9.36,14,acidic,['datawarrior'],4942
Cc1ccc2ccc(C)nc2c1,5.01,5.52,8,basic,['datawarrior'],1130
Cc1ccc2ccc(O)cc2c1,9.52,9.78,11,acidic,['datawarrior'],957
Cc1ccc2ccc3ccc(C)nc3c2n1,6.15,5.45,14,basic,['datawarrior'],4963
Cc1ccc2ccc3cccnc3c2n1,5.36,5.23,14,basic,['datawarrior'],7167
Cc1ccc2cccc(C)c2n1,4.1,5.19,7,basic,['datawarrior'],1129
Cc1ccc2ccccc2c1C(=O)[O-],3.11,3.52,13,acidic,['datawarrior'],2330
Cc1ccc2ccccc2n1,5.69,5.15,10,basic,['datawarrior'],3907
Cc1ccc2cccnc2c1,5.25,4.87,8,basic,['datawarrior'],3897
Cc1ccc2ccn3ccnc3c2n1,4.23,2.99,10,basic,['chembl25'],10869588
Cc1ccc2n[nH]nc2c1,8.9,9.12,8,acidic,['datawarrior'],2082
Cc1ccc2nc(C(F)(F)F)[nH]c(=O)c2c1,5.9,8.01,9,acidic,['chembl25'],979406
Cc1ccc2nc(C(F)F)[nH]c(=O)c2c1,7.2,8.71,9,acidic,['chembl25'],986846
Cc1ccc2nc(C)c3c(c2c1)OC(C)C3C,7.65,6.87,10,basic,['datawarrior'],6327
Cc1ccc2nc(C)ccc2c1,5.85,5.3,10,basic,['datawarrior'],1126
Cc1ccc2nc3ccc(C)cc3cc2c1,4.5,6.32,14,basic,['datawarrior'],5007
Cc1ccc2nc3ccc(N)cc3nc2c1,4.8,4,15,basic,['datawarrior'],5036
Cc1ccc2nc[nH]c2c1,5.81,6,9,basic,['datawarrior'],1996
Cc1ccc2ncccc2c1,5.1,4.68,10,basic,['datawarrior'],3906
Cc1ccc2ncn(C)c2c1,5.7,5.62,9,basic,['chembl25'],956171
Cc1cccc(-c2nn[n-]n2)c1,4.15,5.92,9,acidic,['datawarrior'],984
Cc1cccc(/C=C/C(=O)[O-])c1,4.44,4.45,11,acidic,['datawarrior'],520
Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,2.33,3.58,15,basic,['datawarrior'],5776
Cc1cccc(/N=N/c2ccc(N)cc2)c1,2.88,3.02,15,basic,['datawarrior'],5162
Cc1cccc(/[NH+]=C/N(C)C)c1,9.11,10,7,basic,['datawarrior'],635
Cc1cccc(Br)c1C(=O)[O-],2.71,3.14,9,acidic,['datawarrior'],4213
Cc1cccc(C(=O)N(C)O)c1,8.52,9.04,11,acidic,['datawarrior'],795
Cc1cccc(C(=O)Nc2ccc(N3CC[C@H]([NH+]4CCC[C@@H]4C)C3)cc2C)n1,10.1,9.83,22,basic,['chembl25'],13830206
Cc1cccc(C(=O)[O-])c1,4.28,4.08,9,acidic,['datawarrior'],1378
Cc1cccc(C(=O)[O-])c1Br,2.9,3.26,10,acidic,['datawarrior'],4188
Cc1cccc(C(=O)[O-])c1C,3.73,3.96,10,acidic,['datawarrior'],4173
Cc1cccc(C(=O)[O-])c1Cl,3,3.07,10,acidic,['datawarrior'],4186
Cc1cccc(C(=O)[O-])c1I,2.92,3.31,10,acidic,['datawarrior'],4187
Cc1cccc(C(=O)[O-])c1O,3.02,2.8,10,acidic,['datawarrior'],4260
Cc1cccc(C(=O)[O-])n1,5.8,3.7,9,acidic,['datawarrior'],1710
Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)[O-])c1,3.44,3.77,19,acidic,['chembl25'],344309
Cc1cccc(C(C)C)c1O,10.85,10.85,7,acidic,['datawarrior'],4231
Cc1cccc(C(C)c2cnc[nH]2)c1C,7.04,7.07,12,basic,['datawarrior'],6987
Cc1cccc(C(CCC[NH3+])(c2ccccc2)c2ccccc2)c1,10.09,10.2,11,basic,['chembl25'],10875780
Cc1cccc(C(O)C(C(=O)[O-])c2ccc(-c3ccccc3)cc2)c1,4.17,4.53,23,acidic,['datawarrior'],6379
Cc1cccc(C)c1C(=N)c1ccccc1,7.71,10.26,8,basic,['datawarrior'],5119
Cc1cccc(C)c1C(=O)[O-],3.23,3.84,9,acidic,['datawarrior'],4175
