smiles,pKa,pKa_type
COc1ccc2ccc(S(=O)(=O)N(C)[C@H]3CCN(Cc4ccc5ncnc(N)c5c4)C3=O)cc2c1,5.3,basic
COc1ccc2cccnc2c1,5.03,basic
COc1ccc2nc(-c3ccccc3)cc(N)c2c1,8.7,basic
COc1ccc2nc(NC(=O)CN3CC4CC(C3)c3cccc(=O)n3C4)sc2c1,3.9,basic
COc1ccc2nc(NC(=O)CN3CCC(C)CC3)sc2c1,7.2,basic
COc1ccc2nc(NC(=O)CN3CCCCC3)sc2c1,7.2,basic
COc1ccc2nc3ccccc3cc2c1,3.82,basic
COc1ccc2nccc(N)c2c1,8.94,basic
COc1ccc2ncccc2c1,5.03,basic
COc1cccc(-c2cccc(C3(C)CCSC(N)=[NH+]3)c2)c1,7,basic
COc1cccc(-c2cccc(C3(C)COCC(N)=[NH+]3)c2)c1,9.8,basic
COc1cccc(-c2cccc(C3(C)CSCC(N)=[NH+]3)c2)c1,10.5,basic
COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=[NH+]3)c2)c1,6.5,basic
COc1cccc(-c2cccc(C3(C)[NH+]=C(N)CCO3)c2)c1,9.3,basic
COc1cccc(-c2cccc(C3(C)[NH+]=C(N)CCS3)c2)c1,9.3,basic
COc1cccc(-c2cccc(C3(C)[NH+]=C(N)CN3C(C)=O)c2)c1,6.5,basic
COc1cccc(-c2cccc(C3(C)[NH+]=C(N)CS3)c2)c1,6.9,basic
COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(N)=[NH+]3)c2)c1,5.7,basic
COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=[NH+]3)c2)c1,6,basic
COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H]([NH2+]CCCC(N)=O)c3ccccc3)c2=O)c1F,7.65,basic
COc1cccc(-n2cc3nc(-c4ccccc4C)n(CC4CCC[NH+](C(C)C)C4)c(=O)c3n2)c1,10,basic
COc1cccc(/[NH+]=C/N(C)C)c1,8.6,basic
COc1cccc(C(=N)c2ccccc2)c1,6.59,basic
COc1cccc(C(=O)CC[NH+]2CCOCC2)c1,7.1,basic
COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,8.91,basic
COc1cccc(C(=O)NC2CC3CCC(C2)[NH+]3Cc2ccccc2)c1OC,8.91,basic
COc1cccc(C(=O)NCC[NH+]2CCN(c3ccc(C#N)cc3)CC2)c1,6.41,basic
COc1cccc(C(=O)NCC[NH+]2CCN(c3ccc(C)cc3)CC2)c1,6.46,basic
COc1cccc(C(=O)NCC[NH+]2CCN(c3ccc(Cl)cc3)CC2)c1,6.19,basic
COc1cccc(C(=O)NCC[NH+]2CCN(c3ncccc3C#N)CC2)c1,6.71,basic
COc1cccc(C(=O)NCC[NH+]2CCN(c3noc4ccccc34)CC2)c1,6.24,basic
COc1cccc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)[NH+]3Cc2ccccc2)c1OC,8.91,basic
COc1cccc(C2(O)CCCCC2C[NH+](C)C)c1,9.023333,basic
COc1cccc(C2NCCS2)c1,5.12,basic
COc1cccc(C2[NH2+]CCS2)c1,5.12,basic
COc1cccc(CC2CCCNC2)c1,9.9,basic
COc1cccc(CC2CCC[NH2+]C2)c1,9.9,basic
COc1cccc(C[C@H](C)N)c1,9.86,basic
COc1cccc(C[NH3+])c1OC,9.41,basic
COc1cccc(N)c1,4.24,basic
COc1cccc(N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2)c1,7.44,basic
COc1cccc(N2CC[NH+](CCCCNC(=O)c3ccc4nonc4c3)CC2)c1,7.44,basic
COc1cccc(Nc2c3ccccc3nc3ccccc23)c1,7.21,basic
COc1cccc(Nc2cc(C(C)C)c(C(=O)NCC3CCOCC3)cn2)c1,6.02,basic
COc1cccc(OC)n1,1.6,basic
COc1cccc([C@@]2(O)CCCC[C@@H]2C[NH+](C)C)c1,9.85,basic
COc1cccc2c1C(Oc1cc(C(=O)N(C)C)cn3c(C)c(C)nc13)C(O)C2,6.27,basic
COc1cccc2c1CN(C1CC3CCC(C1)[NH+]3Cc1ccccc1)C2=O,8.68,basic
COc1cccc2c1NC(=NCC(F)F)N[C@@H]2C,10.2,basic
COc1cccc2c1NC(=NCC(F)F)N[C@H]2C,10.2,basic
COc1cccc2c1NC(=[NH+]CC(F)F)NC2C,10.2,basic
COc1cccc2c1[C@H](Oc1cc(C(=O)N(C)C)cn3c(C)c(C)nc13)[C@@H](O)C2,6.27,basic
COc1cccc2c1nc(C)c1ccn(-c3ccccc3C)c12,7.4,basic
COc1cccc2c3c(c(C)[nH+]c12)CCN3c1ccccc1C,9.5,basic
COc1cccc2ccc(C)nc12,5.69,basic
COc1cccc2cccnc12,5.01,basic
COc1ccccc(=[OH+])c1[O-],8,basic
COc1ccccc1-c1nc2ccccc2[nH]1,7.17,basic
COc1ccccc1/[NH+]=C/N(C)C,8.11,basic
COc1ccccc1C(=N)c1ccccc1,7.29,basic
COc1ccccc1C(=O)NC1CC2CCC(C1)N2Cc1ccccc1,8.88,basic
COc1ccccc1C(=O)NC1CCCC2CCN(C)CC21,9.11,basic
COc1ccccc1C(=O)N[C@@H]1CCC[C@@H]2CC[NH+](C)C[C@@H]21,9.11,basic
COc1ccccc1C(=O)N[C@@H]1CCC[C@@H]2CC[NH+](C)C[C@H]21,8.81,basic
COc1ccccc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)[NH+]2Cc1ccccc1,8.88,basic
COc1ccccc1N,4.53,basic
COc1ccccc1N1CCN(CCCn2c(-c3ccccc3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,8.44,basic
COc1ccccc1N1CCN(CCCn2c(C)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,7.61,basic
COc1ccccc1N1CCN(CCCn2ccn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,8.19,basic
COc1ccccc1N1CC[NH+](CCCCNC(=O)c2ccc3nonc3c2)CC1,7.78,basic
COc1ccccc1N1CC[NH+](CCCNC(=O)c2ccc3nonc3c2)CC1,7.43,basic
COc1ccccc1N1CC[NH+](CCCNc2cc(=O)n(C)c(=O)n2C)CC1,7.1,basic
COc1ccccc1N1CC[NH+](CCCn2c(-c3ccccc3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,8.44,basic
COc1ccccc1N1CC[NH+](CCCn2c(C)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,7.61,basic
COc1ccccc1N1CC[NH+](CCCn2ccn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,8.19,basic
COc1ccccc1Nc1c2ccccc2nc2ccccc12,7.74,basic
COc1ccccc1OCC(O)CN1CC[NH+](CC(=O)Nc2c(C)cccc2C)CC1,9.59,basic
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,7.97,basic
COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,8.635,basic
COc1ccccn1,3.06,basic
COc1cccnc1,4.91,basic
COc1ccnc2c1ccc1c(OC)ccnc12,6.45,basic
COc1ccnc2ccccc12,6.45,basic
COc1ccncc1,6.47,basic
COc1ccncn1,2.5,basic
COc1ccnnc1,3.7,basic
COc1cnc(C(=O)Nc2ccc(F)c(C3(C)COCC(N)=N3)c2)cn1,9,basic
COc1cnc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)COC3F)c2)cn1,7.8,basic
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)[NH+]=C(N)CO[C@@H]3F)c2)cn1,7.8,basic
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)[NH+]=C(N)CO[C@H]3F)c2)cn1,7.6,basic
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C4CC4)[NH+]=C(N)CO[C@@H]3F)c2)cn1,7.8,basic
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)COCC(N)=[NH+]3)c2)cn1,9,basic
COc1cnc(N)s1,4.98,basic
COc1cnccc1C=O,4.45,basic
COc1cnccc1N,9.03,basic
COc1cnnc2ccccc12,3.21,basic
COc1nc(C)c(Nc2nc(Cl)cn(C(C)C3CC3)c2=O)cc1C,3.6,basic
COc1nc(C)c(Nc2nc(Cl)cn([C@H](C)C3CC3)c2=O)cc1C,3.6,basic
COc1nc(Cc2ccccc2)nc2c1CCNCC2,8.9,basic
COc1nc(Cc2ccccc2)nc2c1CC[NH2+]CC2,8.9,basic
COc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,3.2,basic
COc1nc(N)c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2n1,3.2,basic
COc1nc2ccccc2c2ccccc12,2.38,basic
COc1nccc2ccccc12,3.05,basic
COc1ncnc2ccccc12,3.13,basic
COc1noc2c1CC[NH2+]C2,7.1,basic
COc1noc2c1CN(C)CC2,6.6,basic
COc1noc2c1CN(Cc1ccccc1)CC2,6,basic
COc1noc2c1CNCC2,7.6,basic
COc1noc2c1C[NH+](C)CC2,6.6,basic
COc1noc2c1C[NH+](Cc1ccccc1)CC2,6,basic
COc1noc2c1C[NH2+]CC2,7.6,basic
CS(=N)(=O)c1ccc(Cl)cc1,2.3,basic
CS(=N)(=O)c1ccccc1,2.7,basic
CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CC[NH2+]C1,8.9,basic
CS(=O)(=O)OCCC[NH2+]CCCOS(C)(=O)=O,8.77,basic
CS(=O)(=O)c1ccc(-c2c[nH+]c(Br)n2-c2ccc(F)c(F)c2)cc1,4.05,basic
CS(=O)(=O)c1ccc(COc2cccc(NC(=O)C3CCN(c4cc[nH+]cc4)CC3)c2)cc1,9.1,basic
CS(=O)(=O)c1ccc(N)cc1,1.35,basic
CS(=O)(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,5.81,basic
CS(=O)Cc1ccccn1,3.1,basic
CSC(=N)N,9.83,basic
CSC(=N)c1ccccc1,5.84,basic
CSC(C)=N,6.71,basic
CSC(N)=Nc1ccccc1,7.14,basic
CSC(N)=[NH+]c1ccccc1,7.14,basic
CSC(N)=[NH2+],9.83,basic
CSC1N=CC[NH2+]1,5.95,basic
CSCCN,9.41,basic
CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)O,7.77,basic
CSCC[NH3+],9.41,basic
CSCc1cccc(CSC)n1,4.19,basic
CSCc1ccccn1,5.4,basic
CSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N,5.59,basic
CS[C@H]1CCC[C@@H]1[NH+](C)C,8.85,basic
CSc1cc(C)ncn1,3.25,basic
CSc1cc2ccccc2cn1,3.41,basic
CSc1ccc(N)c(Cl)c1,2.56,basic
CSc1ccc(N)c(I)c1,2.45,basic
CSc1ccc(N)cc1,4.4,basic
CSc1ccc(N)cc1Cl,3.38,basic
CSc1ccc(N)cc1I,3.44,basic
CSc1ccc2c(c1)N(CCC1CCCC[NH+]1C)c1ccccc1S2,9.35,basic
CSc1ccc2ccccc2n1,3.71,basic
CSc1ccc2ncccc2c1,4.75,basic
CSc1cccc(N)c1,4,basic
CSc1cccc2ncccc12,4.5,basic
CSc1ccccc1N,3.45,basic
CSc1ccccn1,3.59,basic
CSc1cccnc1,4.45,basic
CSc1ccnc2ccccc12,5.81,basic
CSc1ccncc1,5.97,basic
CSc1cnc2ccccc2c1,3.88,basic
CSc1nc(C)cc(C)n1,2.12,basic
CSc1nc(N)c2c(ncn2C2OC(CO)C(O)C2O)n1,3.1,basic
CSc1nc(N)c2c(ncn2[C@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,3.1,basic
CSc1ncc[nH]1,5.95,basic
CSc1nccc2ccccc12,3.93,basic
CSc1ncccn1,0.59,basic
CSc1nccn1C,5.95,basic
C[C@@H](C=C(c1ccccc1)c1ccccc1)[NH+](C)C,9.26,basic
C[C@@H](CC(C#N)(c1ccccc1)c1ccccc1)[NH+](C)C,8.31,basic
C[C@@H](C[NH3+])c1ccccc1,9.94,basic
C[C@@H](Cc1ccccc1)[NH+](C)C,9.4,basic
C[C@@H](N)[C@@H](O)c1ccccc1,9.05,basic
C[C@@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1ccccc1,3.3,basic
C[C@@H](O)[C@H](CCC=O)O[C@H]1O[C@H](C)[C@@H]([NH+](C)C)[C@H](O)[C@H]1O,7,basic
C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1nnc(-c2cccc(Cl)c2)o1,3.7,basic
C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1noc(-c2cccc(Cl)c2)n1,3.4,basic
C[C@@H]([C@H](O)c1ccccc1)[NH+](C)C,9.22,basic
C[C@@H](c1ccccc1)N(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3.2,basic
C[C@@H]1CCCC[C@@H]1[NH3+],10.6,basic
C[C@@H]1CCC[C@H](C)[NH+]1C,10.21,basic
C[C@@H]1CCC[C@H](C)[NH+]1CC(C)(C)O,10.65,basic
C[C@@H]1CCC[C@H](C)[NH2+]1,10.99,basic
C[C@@H]1CCC[C@H]([NH+](C)C)C1,10.51,basic
C[C@@H]1CC[C@@H]2CC[C@H](C)[NH+]21,10.23,basic
C[C@@H]1CC[C@H]2C(CN3CC[NH+](CCO)CC3)=C(C(F)(F)F)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,6.59,basic
C[C@@H]1CC[C@H]2CC[C@H](C)[NH+]21,11.48,basic
C[C@@H]1CC[NH+]2CC=C[C@H]12,10.59,basic
C[C@@H]1CC[NH+]2CC[C@H](O)[C@H]12,10.92,basic
C[C@@H]1CN(C(=O)[C@@H]2C[NH+](C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccc(F)cc1,8.74,basic
C[C@@H]1CN(C(=O)[C@@H]2C[NH+](C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1,8.95,basic
C[C@@H]1CN(Cc2ccccc2)c2cncc(F)c2[C@H](C)N1C(=O)NCc1ccccc1,4.2,basic
C[C@@H]1CN(Cc2ccccc2)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,6.2,basic
C[C@@H]1CN(OCc2ccccc2)C(=O)[C@@H]1[NH3+],6.1,basic
C[C@@H]1C[C@H](OC(=O)c2ccccc2)CC(C)(C)[NH2+]1,8.97,basic
C[C@@H]1NC(=NCC(F)F)Nc2c(Cl)ccc(Cl)c21,7.8,basic
C[C@@H]1NC(=NCC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,basic
C[C@@H]1NC(=NCC(F)F)Nc2cccc(Cl)c21,8.9,basic
C[C@@H]1NC(=NCC(F)F)Nc2ccccc21,9.7,basic
C[C@@H]1NC(=[NH+]CC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,basic
C[C@@H]1[NH2+][C@@H]1C,5.34,basic
C[C@@H]1[NH2+][C@H]1C,5.33,basic
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,6.3,basic
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=[NH+]1,9.7,basic
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=[NH+]1,7,basic
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(N)=[NH+]1,7.3,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCCOC(N)=[NH+]1,10.4,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOC(N)=[NH+]1,9.8,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(N)=[NH+]1,10.9,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=[NH+]1,9,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCC(N)=[NH+]1,9.2,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cc2ccccc2C(N)=[NH+]1,10.8,basic
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=[NH+]1,9.7,basic
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC(N)=[NH+]1,8.3,basic
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=[NH+]1,9.6,basic
C[C@@]12COCC[C@H]1Oc1ccc(-c3cccnc3F)cc1[C@@]21COC(N)=[NH+]1,6.4,basic
C[C@H](CCC[NH2+]Cc1ccccc1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,9.07,basic
C[C@H](CCC[NH2+]Cc1ccccc1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9.05,basic
C[C@H](CCC[NH2+]Cc1ccccc1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9.07,basic
C[C@H](CCC[NH3+])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9.7,basic
C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,9.36,basic
C[C@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3.4,basic
C[C@H](N)Cc1ccc(O)cc1,9.7,basic
C[C@H](N)Cc1ccccc1,9.94,basic
C[C@H](N)[C@@H](O)c1ccccc1,9.19,basic
C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H]([NH3+])CC[C@]4(C)[C@H]3CC[C@]12C,9.28,basic
C[C@H]([C@H](O)c1ccccc1)[NH+](C)C,10.02,basic
C[C@H]([NH3+])[C@H](O)c1ccccc1,8.81,basic
C[C@H]1CCC2CC[C@H](C)[NH+]21,11.74,basic
C[C@H]1CCCC[C@@H]1[NH3+],10.62,basic
C[C@H]1CCN2CCC[C@@H]12,11.4,basic
C[C@H]1CC[C@@H]2CCC[NH+]21,11.74,basic
C[C@H]1CC[C@H]2[C@H](C)CC[C@@H](C(=O)[O-])[NH+]2C1,10.8,basic
C[C@H]1CC[NH+]2CCC[C@@H]12,11.44,basic
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8.6,basic
C[C@H]1C[C@@H]2CCC[C@@H]2[NH+]1C,10.1,basic
C[C@H]1C[C@@H]2CC[NH+]1C2,10.62,basic
C[C@H]1C[C@@]23[C@@H]4CCC[NH+]2CCC[C@H]3[C@@H](O)C[C@H]4C1=O,9.13,basic
C[C@H]1NC(=NCC(F)F)Nc2c(Cl)ccc(Cl)c21,7.8,basic
C[C@H]1NC(=NCC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,basic
C[C@H]1NC(=NCC(F)F)Nc2cccc(Cl)c21,8.9,basic
C[C@H]1NC(=NCC(F)F)Nc2ccccc21,9.7,basic
C[C@H]1NC(=[NH+]CC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,basic
C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(COC(N)=[NH+]3)[C@H]12,6.4,basic
C[C@H]1SC(N)=[NH+][C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(C)c3)C[C@@H]12,7.8,basic
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],2.75,basic
C[C@]1(O)CCCC[C@@H]1[NH3+],9.49,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)CO[C@@H]1F,7.9,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)OCC1(F)F,5.8,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)OC[C@@H]1F,8.1,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)OC[C@H]1F,7.4,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)O[C@@H](C(F)(F)F)[C@@H]1F,5.8,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)O[C@H](C(F)(F)F)[C@@H]1F,5.9,basic
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[NH+]=C(N)CO[C@@H]1F,7.9,basic
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[NH+]=C(N)OCC1(F)F,6.3,basic
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[NH+]=C(N)SCC1(F)F,6.1,basic
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)[NH+]=C(N)CO[C@@H]1C(F)(F)F,8,basic
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)[NH+]=C(N)CO[C@@]1(F)C(F)(F)F,6.8,basic
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)[NH+]=C(N)CO[C@H]1C(F)(F)F,7.8,basic
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)[NH+]=C(N)CO[C@]1(F)C(F)(F)F,6.9,basic
C[C@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)[NH+]=C(N)c2ccccc21,9.7,basic
C[C@]12CCOC[C@@H]1[C@]1(COC(N)=[NH+]1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,6.7,basic
C[C@]12[NH2+][C@H](Cc3ccccc31)c1ccccc12,5.81,basic
C[N+](C)(C)CCN,7.34,basic
C[N+](C)(C)CCOC(=O)/C=C/c1cnc[nH]1,4.6,basic
C[N+](C)(C)[O-],4.65,basic
C[NH+](C)C,9.88,basic
C[NH+](C)C(C)(C)C,10.52,basic
C[NH+](C)C(C)(C)C=O,8.4,basic
C[NH+](C)C(C)(C)CCCc1ccc(C(C)(C)C)cc1,10.4,basic
C[NH+](C)C1(CCCc2ccc(C(C)(C)C)cc2)COC1,7.2,basic
C[NH+](C)C1CC2c3ccccc3C1c1ccccc12,8.67,basic
C[NH+](C)C1CCCCC1,10.48,basic
C[NH+](C)CC(=O)[O-],9.81,basic
C[NH+](C)CC(C)(C)C,9.75,basic
C[NH+](C)CC(C)(C)CCc1ccc(C(C)(C)C)cc1,9.4,basic
C[NH+](C)CC(C)(C)CNC(=O)[C@H]1C[C@@H]1c1ccccc1,8.9,basic
C[NH+](C)CC(CSC#N)SC#N,6.1,basic
C[NH+](C)CC(CSCc1ccccc1)SCc1ccccc1,7.3,basic
C[NH+](C)CC(Cc1ccccc1)c1ccccc1,9.93,basic
C[NH+](C)CC(Cl)CCl,7.5,basic
C[NH+](C)CC(Oc1ccccc1)Oc1ccccc1,9.2,basic
C[NH+](C)CC(P(=O)([O-])[O-])P(=O)([O-])[O-],8.98,basic
C[NH+](C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,8.84,basic
C[NH+](C)CC1(CCc2ccc(C(C)(C)C)cc2)COC1,8,basic
C[NH+](C)CC1=CC2c3ccccc3C1c1ccccc12,8.04,basic
C[NH+](C)CC1C2c3ccccc3C(c3ccccc32)C1CO,8.86,basic
C[NH+](C)CCBr,7.55,basic
C[NH+](C)CCC(=O)C(C)(C)C,9.49,basic
C[NH+](C)CCC(C#N)(c1ccccc1)c1ccccc1,8.31,basic
C[NH+](C)CCC(C)(C)Cc1ccc(C(C)(C)C)cc1,9.5,basic
C[NH+](C)CCC(c1ccccc1)c1ccc(-c2ccccc2)cc1,9.85,basic
C[NH+](C)CCC(c1ccccc1)c1ccccc1,9.7,basic
C[NH+](C)CCC1(Cc2ccc(C(C)(C)C)cc2)COC1,9.2,basic
C[NH+](C)CCC=C1c2ccccc2C=Cc2ccccc21,9.69,basic
C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,9.42,basic
C[NH+](C)CCC=C1c2ccccc2COc2ccccc21,8.5925,basic
C[NH+](C)CCCC(=O)Oc1ccccc1,9.7,basic
C[NH+](C)CCCC(C)(C)c1ccc(C(C)(C)C)cc1,9.8,basic
C[NH+](C)CCCC1(c2ccc(C(C)(C)C)cc2)COC1,9.6,basic
C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,9.5,basic
C[NH+](C)CCCCC(=O)Oc1ccccc1,10,basic
C[NH+](C)CCCCCCCCCCNC(=O)CN=O,9.795,basic
C[NH+](C)CCCCCCCCCNC(=O)CN=O,9.755,basic
C[NH+](C)CCCCCCCCNC(=O)CN=O,9.735,basic
C[NH+](C)CCCCCCCNC(=O)CN=O,9.725,basic
C[NH+](C)CCCCCCNC(=O)CN=O,9.68,basic
C[NH+](C)CCCCCNC(=O)CN=O,9.585,basic
C[NH+](C)CCCCNC(=O)CN=O,9.47,basic
C[NH+](C)CCCCc1ccc(C(C)(C)C)cc1,9.9,basic
C[NH+](C)CCCCc1ccc(C2(C)COC2)cc1,9.9,basic
C[NH+](C)CCCCc1ccc(C2(F)COC2)cc1,9.9,basic
C[NH+](C)CCCCc1ccc(C2(O)COC2)cc1,9.6,basic
C[NH+](C)CCCCc1ccc(C2COC2)cc1,9.9,basic
C[NH+](C)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21,7.65,basic
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,9.34,basic
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,9.472857,basic
C[NH+](C)CCCN1c2ccccc2Sc2ccc(C#N)cc21,9.29,basic
C[NH+](C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,9.216,basic
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,9.271818,basic
C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,9.36,basic
C[NH+](C)CCCNC(=O)CN=O,9.23,basic
C[NH+](C)CCCO,9.76,basic
C[NH+](C)CCCc1ccc(-c2ccc(Cl)cc2)cc1,9.96,basic
C[NH+](C)CCCc1ccc(-c2ccccc2)cc1,9.88,basic
C[NH+](C)CCCc1ccc(Br)cc1,10.62,basic
C[NH+](C)CCCc1ccc(C(C)(C)C)cc1,10.03,basic
C[NH+](C)CCCc1ccc(Cl)cc1,10.59,basic
C[NH+](C)CCCc1ccc2ccccc2c1,10.27,basic
C[NH+](C)CCCc1ccccc1,10.96,basic
C[NH+](C)CCNC(=O)CN=O,8.8,basic
C[NH+](C)CCO,9.36,basic
C[NH+](C)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C,8.78,basic
C[NH+](C)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C,8.88,basic
